date_key,order_date,month_name,day_name,year,month,week,week_day,day
517,2025-05-31,May,Saturday,2025,5,22,7,31
518,2025-06-01,June,Sunday,2025,6,23,1,1
519,2025-06-02,June,Monday,2025,6,23,2,2
520,2025-06-03,June,Tuesday,2025,6,23,3,3
521,2025-06-04,June,Wednesday,2025,6,23,4,4
522,2025-06-05,June,Thursday,2025,6,23,5,5
523,2025-06-06,June,Friday,2025,6,23,6,6
524,2025-06-07,June,Saturday,2025,6,23,7,7
525,2025-06-08,June,Sunday,2025,6,24,1,8
526,2025-06-09,June,Monday,2025,6,24,2,9
527,2025-06-10,June,Tuesday,2025,6,24,3,10
528,2025-06-11,June,Wednesday,2025,6,24,4,11
529,2025-06-12,June,Thursday,2025,6,24,5,12
530,2025-06-13,June,Friday,2025,6,24,6,13
531,2025-06-14,June,Saturday,2025,6,24,7,14
532,2025-06-15,June,Sunday,2025,6,25,1,15
533,2025-06-16,June,Monday,2025,6,25,2,16
534,2025-06-17,June,Tuesday,2025,6,25,3,17
535,2025-06-18,June,Wednesday,2025,6,25,4,18
536,2025-06-19,June,Thursday,2025,6,25,5,19
537,2025-06-20,June,Friday,2025,6,25,6,20
538,2025-06-21,June,Saturday,2025,6,25,7,21
539,2025-06-22,June,Sunday,2025,6,26,1,22
540,2025-06-23,June,Monday,2025,6,26,2,23
541,2025-06-24,June,Tuesday,2025,6,26,3,24
542,2025-06-25,June,Wednesday,2025,6,26,4,25
543,2025-06-26,June,Thursday,2025,6,26,5,26
544,2025-06-27,June,Friday,2025,6,26,6,27
545,2025-06-28,June,Saturday,2025,6,26,7,28
546,2025-06-29,June,Sunday,2025,6,27,1,29
547,2025-06-30,June,Monday,2025,6,27,2,30
548,2025-07-01,July,Tuesday,2025,7,27,3,1
549,2025-07-02,July,Wednesday,2025,7,27,4,2
550,2025-07-03,July,Thursday,2025,7,27,5,3
551,2025-07-04,July,Friday,2025,7,27,6,4
552,2025-07-05,July,Saturday,2025,7,27,7,5
553,2025-07-06,July,Sunday,2025,7,28,1,6
554,2025-07-07,July,Monday,2025,7,28,2,7
555,2025-07-08,July,Tuesday,2025,7,28,3,8
556,2025-07-09,July,Wednesday,2025,7,28,4,9
557,2025-07-10,July,Thursday,2025,7,28,5,10
558,2025-07-11,July,Friday,2025,7,28,6,11
559,2025-07-12,July,Saturday,2025,7,28,7,12
560,2025-07-13,July,Sunday,2025,7,29,1,13
561,2025-07-14,July,Monday,2025,7,29,2,14
562,2025-07-15,July,Tuesday,2025,7,29,3,15
563,2025-07-16,July,Wednesday,2025,7,29,4,16
564,2025-07-17,July,Thursday,2025,7,29,5,17
565,2025-07-18,July,Friday,2025,7,29,6,18
566,2025-07-19,July,Saturday,2025,7,29,7,19
567,2025-07-20,July,Sunday,2025,7,30,1,20
568,2025-07-21,July,Monday,2025,7,30,2,21
569,2025-07-22,July,Tuesday,2025,7,30,3,22
570,2025-07-23,July,Wednesday,2025,7,30,4,23
571,2025-07-24,July,Thursday,2025,7,30,5,24
572,2025-07-25,July,Friday,2025,7,30,6,25
573,2025-07-26,July,Saturday,2025,7,30,7,26
574,2025-07-27,July,Sunday,2025,7,31,1,27
575,2025-07-28,July,Monday,2025,7,31,2,28
576,2025-07-29,July,Tuesday,2025,7,31,3,29
577,2025-07-30,July,Wednesday,2025,7,31,4,30
578,2025-07-31,July,Thursday,2025,7,31,5,31
579,2025-08-01,August,Friday,2025,8,31,6,1
580,2025-08-02,August,Saturday,2025,8,31,7,2
581,2025-08-03,August,Sunday,2025,8,32,1,3
582,2025-08-04,August,Monday,2025,8,32,2,4
583,2025-08-05,August,Tuesday,2025,8,32,3,5
584,2025-08-06,August,Wednesday,2025,8,32,4,6
585,2025-08-07,August,Thursday,2025,8,32,5,7
586,2025-08-08,August,Friday,2025,8,32,6,8
587,2025-08-09,August,Saturday,2025,8,32,7,9
588,2025-08-10,August,Sunday,2025,8,33,1,10
589,2025-08-11,August,Monday,2025,8,33,2,11
590,2025-08-12,August,Tuesday,2025,8,33,3,12
591,2025-08-13,August,Wednesday,2025,8,33,4,13
592,2025-08-14,August,Thursday,2025,8,33,5,14
593,2025-08-15,August,Friday,2025,8,33,6,15
594,2025-08-16,August,Saturday,2025,8,33,7,16
595,2025-08-17,August,Sunday,2025,8,34,1,17
596,2025-08-18,August,Monday,2025,8,34,2,18
597,2025-08-19,August,Tuesday,2025,8,34,3,19
598,2025-08-20,August,Wednesday,2025,8,34,4,20
599,2025-08-21,August,Thursday,2025,8,34,5,21
600,2025-08-22,August,Friday,2025,8,34,6,22
601,2025-08-23,August,Saturday,2025,8,34,7,23
602,2025-08-24,August,Sunday,2025,8,35,1,24
603,2025-08-25,August,Monday,2025,8,35,2,25
604,2025-08-26,August,Tuesday,2025,8,35,3,26
605,2025-08-27,August,Wednesday,2025,8,35,4,27
606,2025-08-28,August,Thursday,2025,8,35,5,28
607,2025-08-29,August,Friday,2025,8,35,6,29
608,2025-08-30,August,Saturday,2025,8,35,7,30
609,2025-08-31,August,Sunday,2025,8,36,1,31
610,2025-09-01,September,Monday,2025,9,36,2,1
611,2025-09-02,September,Tuesday,2025,9,36,3,2
612,2025-09-03,September,Wednesday,2025,9,36,4,3
613,2025-09-04,September,Thursday,2025,9,36,5,4
614,2025-09-05,September,Friday,2025,9,36,6,5
615,2025-09-06,September,Saturday,2025,9,36,7,6
616,2025-09-07,September,Sunday,2025,9,37,1,7
617,2025-09-08,September,Monday,2025,9,37,2,8
618,2025-09-09,September,Tuesday,2025,9,37,3,9
619,2025-09-10,September,Wednesday,2025,9,37,4,10
620,2025-09-11,September,Thursday,2025,9,37,5,11
621,2025-09-12,September,Friday,2025,9,37,6,12
622,2025-09-13,September,Saturday,2025,9,37,7,13
623,2025-09-14,September,Sunday,2025,9,38,1,14
624,2025-09-15,September,Monday,2025,9,38,2,15
625,2025-09-16,September,Tuesday,2025,9,38,3,16
626,2025-09-17,September,Wednesday,2025,9,38,4,17
627,2025-09-18,September,Thursday,2025,9,38,5,18
628,2025-09-19,September,Friday,2025,9,38,6,19
629,2025-09-20,September,Saturday,2025,9,38,7,20
630,2025-09-21,September,Sunday,2025,9,39,1,21
631,2025-09-22,September,Monday,2025,9,39,2,22
632,2025-09-23,September,Tuesday,2025,9,39,3,23
633,2025-09-24,September,Wednesday,2025,9,39,4,24
634,2025-09-25,September,Thursday,2025,9,39,5,25
635,2025-09-26,September,Friday,2025,9,39,6,26
636,2025-09-27,September,Saturday,2025,9,39,7,27
637,2025-09-28,September,Sunday,2025,9,40,1,28
638,2025-09-29,September,Monday,2025,9,40,2,29
639,2025-09-30,September,Tuesday,2025,9,40,3,30
640,2025-10-01,October,Wednesday,2025,10,40,4,1
641,2025-10-02,October,Thursday,2025,10,40,5,2
642,2025-10-03,October,Friday,2025,10,40,6,3
643,2025-10-04,October,Saturday,2025,10,40,7,4
644,2025-10-05,October,Sunday,2025,10,41,1,5
645,2025-10-06,October,Monday,2025,10,41,2,6
646,2025-10-07,October,Tuesday,2025,10,41,3,7
647,2025-10-08,October,Wednesday,2025,10,41,4,8
648,2025-10-09,October,Thursday,2025,10,41,5,9
649,2025-10-10,October,Friday,2025,10,41,6,10
650,2025-10-11,October,Saturday,2025,10,41,7,11
651,2025-10-12,October,Sunday,2025,10,42,1,12
652,2025-10-13,October,Monday,2025,10,42,2,13
653,2025-10-14,October,Tuesday,2025,10,42,3,14
654,2025-10-15,October,Wednesday,2025,10,42,4,15
655,2025-10-16,October,Thursday,2025,10,42,5,16
656,2025-10-17,October,Friday,2025,10,42,6,17
657,2025-10-18,October,Saturday,2025,10,42,7,18
658,2025-10-19,October,Sunday,2025,10,43,1,19
659,2025-10-20,October,Monday,2025,10,43,2,20
660,2025-10-21,October,Tuesday,2025,10,43,3,21
661,2025-10-22,October,Wednesday,2025,10,43,4,22
662,2025-10-23,October,Thursday,2025,10,43,5,23
663,2025-10-24,October,Friday,2025,10,43,6,24
664,2025-10-25,October,Saturday,2025,10,43,7,25
665,2025-10-26,October,Sunday,2025,10,44,1,26
666,2025-10-27,October,Monday,2025,10,44,2,27
667,2025-10-28,October,Tuesday,2025,10,44,3,28
668,2025-10-29,October,Wednesday,2025,10,44,4,29
669,2025-10-30,October,Thursday,2025,10,44,5,30
670,2025-10-31,October,Friday,2025,10,44,6,31
671,2025-11-01,November,Saturday,2025,11,44,7,1
672,2025-11-02,November,Sunday,2025,11,45,1,2
673,2025-11-03,November,Monday,2025,11,45,2,3
674,2025-11-04,November,Tuesday,2025,11,45,3,4
675,2025-11-05,November,Wednesday,2025,11,45,4,5
676,2025-11-06,November,Thursday,2025,11,45,5,6
677,2025-11-07,November,Friday,2025,11,45,6,7
678,2025-11-08,November,Saturday,2025,11,45,7,8
679,2025-11-09,November,Sunday,2025,11,46,1,9
680,2025-11-10,November,Monday,2025,11,46,2,10
681,2025-11-11,November,Tuesday,2025,11,46,3,11
682,2025-11-12,November,Wednesday,2025,11,46,4,12
683,2025-11-13,November,Thursday,2025,11,46,5,13
684,2025-11-14,November,Friday,2025,11,46,6,14
685,2025-11-15,November,Saturday,2025,11,46,7,15
686,2025-11-16,November,Sunday,2025,11,47,1,16
687,2025-11-17,November,Monday,2025,11,47,2,17
688,2025-11-18,November,Tuesday,2025,11,47,3,18
689,2025-11-19,November,Wednesday,2025,11,47,4,19
690,2025-11-20,November,Thursday,2025,11,47,5,20
691,2025-11-21,November,Friday,2025,11,47,6,21
692,2025-11-22,November,Saturday,2025,11,47,7,22
693,2025-11-23,November,Sunday,2025,11,48,1,23
694,2025-11-24,November,Monday,2025,11,48,2,24
695,2025-11-25,November,Tuesday,2025,11,48,3,25
696,2025-11-26,November,Wednesday,2025,11,48,4,26
697,2025-11-27,November,Thursday,2025,11,48,5,27
698,2025-11-28,November,Friday,2025,11,48,6,28
699,2025-11-29,November,Saturday,2025,11,48,7,29
700,2025-11-30,November,Sunday,2025,11,49,1,30
701,2025-12-01,December,Monday,2025,12,49,2,1
702,2025-12-02,December,Tuesday,2025,12,49,3,2
703,2025-12-03,December,Wednesday,2025,12,49,4,3
704,2025-12-04,December,Thursday,2025,12,49,5,4
705,2025-12-05,December,Friday,2025,12,49,6,5
706,2025-12-06,December,Saturday,2025,12,49,7,6
707,2025-12-07,December,Sunday,2025,12,50,1,7
708,2025-12-08,December,Monday,2025,12,50,2,8
709,2025-12-09,December,Tuesday,2025,12,50,3,9
710,2025-12-10,December,Wednesday,2025,12,50,4,10
711,2025-12-11,December,Thursday,2025,12,50,5,11
712,2025-12-12,December,Friday,2025,12,50,6,12
713,2025-12-13,December,Saturday,2025,12,50,7,13
714,2025-12-14,December,Sunday,2025,12,51,1,14
715,2025-12-15,December,Monday,2025,12,51,2,15
716,2025-12-16,December,Tuesday,2025,12,51,3,16
717,2025-12-17,December,Wednesday,2025,12,51,4,17
718,2025-12-18,December,Thursday,2025,12,51,5,18
719,2025-12-19,December,Friday,2025,12,51,6,19
720,2025-12-20,December,Saturday,2025,12,51,7,20
721,2025-12-21,December,Sunday,2025,12,52,1,21
722,2025-12-22,December,Monday,2025,12,52,2,22
723,2025-12-23,December,Tuesday,2025,12,52,3,23
724,2025-12-24,December,Wednesday,2025,12,52,4,24
725,2025-12-25,December,Thursday,2025,12,52,5,25
726,2025-12-26,December,Friday,2025,12,52,6,26
727,2025-12-27,December,Saturday,2025,12,52,7,27
728,2025-12-28,December,Sunday,2025,12,53,1,28
729,2025-12-29,December,Monday,2025,12,53,2,29
730,2025-12-30,December,Tuesday,2025,12,53,3,30
731,2025-12-31,December,Wednesday,2025,12,53,4,31
732,2026-01-01,January,Thursday,2026,1,1,5,1
733,2026-01-02,January,Friday,2026,1,1,6,2
734,2026-01-03,January,Saturday,2026,1,1,7,3
735,2026-01-04,January,Sunday,2026,1,2,1,4
736,2026-01-05,January,Monday,2026,1,2,2,5
737,2026-01-06,January,Tuesday,2026,1,2,3,6
738,2026-01-07,January,Wednesday,2026,1,2,4,7
739,2026-01-08,January,Thursday,2026,1,2,5,8
740,2026-01-09,January,Friday,2026,1,2,6,9
741,2026-01-10,January,Saturday,2026,1,2,7,10
742,2026-01-11,January,Sunday,2026,1,3,1,11
743,2026-01-12,January,Monday,2026,1,3,2,12
744,2026-01-13,January,Tuesday,2026,1,3,3,13
745,2026-01-14,January,Wednesday,2026,1,3,4,14
746,2026-01-15,January,Thursday,2026,1,3,5,15
747,2026-01-16,January,Friday,2026,1,3,6,16
748,2026-01-17,January,Saturday,2026,1,3,7,17
749,2026-01-18,January,Sunday,2026,1,4,1,18
750,2026-01-19,January,Monday,2026,1,4,2,19
751,2026-01-20,January,Tuesday,2026,1,4,3,20
752,2026-01-21,January,Wednesday,2026,1,4,4,21
753,2026-01-22,January,Thursday,2026,1,4,5,22
754,2026-01-23,January,Friday,2026,1,4,6,23
755,2026-01-24,January,Saturday,2026,1,4,7,24
756,2026-01-25,January,Sunday,2026,1,5,1,25
757,2026-01-26,January,Monday,2026,1,5,2,26
758,2026-01-27,January,Tuesday,2026,1,5,3,27
759,2026-01-28,January,Wednesday,2026,1,5,4,28
760,2026-01-29,January,Thursday,2026,1,5,5,29
761,2026-01-30,January,Friday,2026,1,5,6,30
762,2026-01-31,January,Saturday,2026,1,5,7,31
763,2026-02-01,February,Sunday,2026,2,6,1,1
764,2026-02-02,February,Monday,2026,2,6,2,2
765,2026-02-03,February,Tuesday,2026,2,6,3,3
766,2026-02-04,February,Wednesday,2026,2,6,4,4
767,2026-02-05,February,Thursday,2026,2,6,5,5
768,2026-02-06,February,Friday,2026,2,6,6,6
769,2026-02-07,February,Saturday,2026,2,6,7,7
770,2026-02-08,February,Sunday,2026,2,7,1,8
771,2026-02-09,February,Monday,2026,2,7,2,9
772,2026-02-10,February,Tuesday,2026,2,7,3,10
773,2026-02-11,February,Wednesday,2026,2,7,4,11
774,2026-02-12,February,Thursday,2026,2,7,5,12
775,2026-02-13,February,Friday,2026,2,7,6,13
776,2026-02-14,February,Saturday,2026,2,7,7,14
777,2026-02-15,February,Sunday,2026,2,8,1,15
778,2026-02-16,February,Monday,2026,2,8,2,16
779,2026-02-17,February,Tuesday,2026,2,8,3,17
780,2026-02-18,February,Wednesday,2026,2,8,4,18
781,2026-02-19,February,Thursday,2026,2,8,5,19
782,2026-02-20,February,Friday,2026,2,8,6,20
783,2026-02-21,February,Saturday,2026,2,8,7,21
784,2026-02-22,February,Sunday,2026,2,9,1,22
785,2026-02-23,February,Monday,2026,2,9,2,23
786,2026-02-24,February,Tuesday,2026,2,9,3,24
787,2026-02-25,February,Wednesday,2026,2,9,4,25
788,2026-02-26,February,Thursday,2026,2,9,5,26
789,2026-02-27,February,Friday,2026,2,9,6,27
790,2026-02-28,February,Saturday,2026,2,9,7,28
791,2026-03-01,March,Sunday,2026,3,10,1,1
792,2026-03-02,March,Monday,2026,3,10,2,2
793,2026-03-03,March,Tuesday,2026,3,10,3,3
794,2026-03-04,March,Wednesday,2026,3,10,4,4
795,2026-03-05,March,Thursday,2026,3,10,5,5
796,2026-03-06,March,Friday,2026,3,10,6,6
797,2026-03-07,March,Saturday,2026,3,10,7,7
798,2026-03-08,March,Sunday,2026,3,11,1,8
799,2026-03-09,March,Monday,2026,3,11,2,9
800,2026-03-10,March,Tuesday,2026,3,11,3,10
801,2026-03-11,March,Wednesday,2026,3,11,4,11
802,2026-03-12,March,Thursday,2026,3,11,5,12
803,2026-03-13,March,Friday,2026,3,11,6,13
804,2026-03-14,March,Saturday,2026,3,11,7,14
805,2026-03-15,March,Sunday,2026,3,12,1,15
806,2026-03-16,March,Monday,2026,3,12,2,16
807,2026-03-17,March,Tuesday,2026,3,12,3,17
808,2026-03-18,March,Wednesday,2026,3,12,4,18
809,2026-03-19,March,Thursday,2026,3,12,5,19
810,2026-03-20,March,Friday,2026,3,12,6,20
811,2026-03-21,March,Saturday,2026,3,12,7,21
812,2026-03-22,March,Sunday,2026,3,13,1,22
813,2026-03-23,March,Monday,2026,3,13,2,23
814,2026-03-24,March,Tuesday,2026,3,13,3,24
815,2026-03-25,March,Wednesday,2026,3,13,4,25
816,2026-03-26,March,Thursday,2026,3,13,5,26
817,2026-03-27,March,Friday,2026,3,13,6,27
818,2026-03-28,March,Saturday,2026,3,13,7,28
819,2026-03-29,March,Sunday,2026,3,14,1,29
820,2026-03-30,March,Monday,2026,3,14,2,30
821,2026-03-31,March,Tuesday,2026,3,14,3,31
822,2026-04-01,April,Wednesday,2026,4,14,4,1
823,2026-04-02,April,Thursday,2026,4,14,5,2
824,2026-04-03,April,Friday,2026,4,14,6,3
825,2026-04-04,April,Saturday,2026,4,14,7,4
826,2026-04-05,April,Sunday,2026,4,15,1,5
827,2026-04-06,April,Monday,2026,4,15,2,6
828,2026-04-07,April,Tuesday,2026,4,15,3,7
829,2026-04-08,April,Wednesday,2026,4,15,4,8
830,2026-04-09,April,Thursday,2026,4,15,5,9
831,2026-04-10,April,Friday,2026,4,15,6,10
832,2026-04-11,April,Saturday,2026,4,15,7,11
833,2026-04-12,April,Sunday,2026,4,16,1,12
834,2026-04-13,April,Monday,2026,4,16,2,13
835,2026-04-14,April,Tuesday,2026,4,16,3,14
836,2026-04-15,April,Wednesday,2026,4,16,4,15
837,2026-04-16,April,Thursday,2026,4,16,5,16
838,2026-04-17,April,Friday,2026,4,16,6,17
839,2026-04-18,April,Saturday,2026,4,16,7,18
840,2026-04-19,April,Sunday,2026,4,17,1,19
841,2026-04-20,April,Monday,2026,4,17,2,20
842,2026-04-21,April,Tuesday,2026,4,17,3,21
843,2026-04-22,April,Wednesday,2026,4,17,4,22
844,2026-04-23,April,Thursday,2026,4,17,5,23
845,2026-04-24,April,Friday,2026,4,17,6,24
846,2026-04-25,April,Saturday,2026,4,17,7,25
847,2026-04-26,April,Sunday,2026,4,18,1,26
848,2026-04-27,April,Monday,2026,4,18,2,27
849,2026-04-28,April,Tuesday,2026,4,18,3,28
850,2026-04-29,April,Wednesday,2026,4,18,4,29
851,2026-04-30,April,Thursday,2026,4,18,5,30
852,2026-05-01,May,Friday,2026,5,18,6,1
853,2026-05-02,May,Saturday,2026,5,18,7,2
854,2026-05-03,May,Sunday,2026,5,19,1,3
855,2026-05-04,May,Monday,2026,5,19,2,4
856,2026-05-05,May,Tuesday,2026,5,19,3,5
857,2026-05-06,May,Wednesday,2026,5,19,4,6
858,2026-05-07,May,Thursday,2026,5,19,5,7
859,2026-05-08,May,Friday,2026,5,19,6,8
860,2026-05-09,May,Saturday,2026,5,19,7,9
861,2026-05-10,May,Sunday,2026,5,20,1,10
862,2026-05-11,May,Monday,2026,5,20,2,11
863,2026-05-12,May,Tuesday,2026,5,20,3,12
864,2026-05-13,May,Wednesday,2026,5,20,4,13
865,2026-05-14,May,Thursday,2026,5,20,5,14
866,2026-05-15,May,Friday,2026,5,20,6,15
867,2026-05-16,May,Saturday,2026,5,20,7,16
868,2026-05-17,May,Sunday,2026,5,21,1,17
869,2026-05-18,May,Monday,2026,5,21,2,18
870,2026-05-19,May,Tuesday,2026,5,21,3,19
871,2026-05-20,May,Wednesday,2026,5,21,4,20
872,2026-05-21,May,Thursday,2026,5,21,5,21
873,2026-05-22,May,Friday,2026,5,21,6,22
874,2026-05-23,May,Saturday,2026,5,21,7,23
875,2026-05-24,May,Sunday,2026,5,22,1,24
876,2026-05-25,May,Monday,2026,5,22,2,25
877,2026-05-26,May,Tuesday,2026,5,22,3,26
878,2026-05-27,May,Wednesday,2026,5,22,4,27
879,2026-05-28,May,Thursday,2026,5,22,5,28
880,2026-05-29,May,Friday,2026,5,22,6,29
881,2026-05-30,May,Saturday,2026,5,22,7,30
882,2026-05-31,May,Sunday,2026,5,23,1,31
883,2026-06-01,June,Monday,2026,6,23,2,1
884,2026-06-02,June,Tuesday,2026,6,23,3,2
885,2026-06-03,June,Wednesday,2026,6,23,4,3
886,2026-06-04,June,Thursday,2026,6,23,5,4
887,2026-06-05,June,Friday,2026,6,23,6,5
888,2026-06-06,June,Saturday,2026,6,23,7,6
889,2026-06-07,June,Sunday,2026,6,24,1,7
890,2026-06-08,June,Monday,2026,6,24,2,8
891,2026-06-09,June,Tuesday,2026,6,24,3,9
892,2026-06-10,June,Wednesday,2026,6,24,4,10
893,2026-06-11,June,Thursday,2026,6,24,5,11
894,2026-06-12,June,Friday,2026,6,24,6,12
895,2026-06-13,June,Saturday,2026,6,24,7,13
896,2026-06-14,June,Sunday,2026,6,25,1,14
897,2026-06-15,June,Monday,2026,6,25,2,15
898,2026-06-16,June,Tuesday,2026,6,25,3,16
899,2026-06-17,June,Wednesday,2026,6,25,4,17
900,2026-06-18,June,Thursday,2026,6,25,5,18
901,2026-06-19,June,Friday,2026,6,25,6,19
902,2026-06-20,June,Saturday,2026,6,25,7,20
903,2026-06-21,June,Sunday,2026,6,26,1,21
904,2026-06-22,June,Monday,2026,6,26,2,22
905,2026-06-23,June,Tuesday,2026,6,26,3,23
906,2026-06-24,June,Wednesday,2026,6,26,4,24
907,2026-06-25,June,Thursday,2026,6,26,5,25
908,2026-06-26,June,Friday,2026,6,26,6,26
909,2026-06-27,June,Saturday,2026,6,26,7,27
910,2026-06-28,June,Sunday,2026,6,27,1,28
911,2026-06-29,June,Monday,2026,6,27,2,29
912,2026-06-30,June,Tuesday,2026,6,27,3,30
913,2026-07-01,July,Wednesday,2026,7,27,4,1
914,2026-07-02,July,Thursday,2026,7,27,5,2
915,2026-07-03,July,Friday,2026,7,27,6,3
916,2026-07-04,July,Saturday,2026,7,27,7,4
917,2026-07-05,July,Sunday,2026,7,28,1,5
918,2026-07-06,July,Monday,2026,7,28,2,6
919,2026-07-07,July,Tuesday,2026,7,28,3,7
920,2026-07-08,July,Wednesday,2026,7,28,4,8
921,2026-07-09,July,Thursday,2026,7,28,5,9
922,2026-07-10,July,Friday,2026,7,28,6,10
923,2026-07-11,July,Saturday,2026,7,28,7,11
924,2026-07-12,July,Sunday,2026,7,29,1,12
925,2026-07-13,July,Monday,2026,7,29,2,13
926,2026-07-14,July,Tuesday,2026,7,29,3,14
927,2026-07-15,July,Wednesday,2026,7,29,4,15
928,2026-07-16,July,Thursday,2026,7,29,5,16
929,2026-07-17,July,Friday,2026,7,29,6,17
930,2026-07-18,July,Saturday,2026,7,29,7,18
931,2026-07-19,July,Sunday,2026,7,30,1,19
932,2026-07-20,July,Monday,2026,7,30,2,20
933,2026-07-21,July,Tuesday,2026,7,30,3,21
934,2026-07-22,July,Wednesday,2026,7,30,4,22
935,2026-07-23,July,Thursday,2026,7,30,5,23
936,2026-07-24,July,Friday,2026,7,30,6,24
937,2026-07-25,July,Saturday,2026,7,30,7,25
938,2026-07-26,July,Sunday,2026,7,31,1,26
939,2026-07-27,July,Monday,2026,7,31,2,27
940,2026-07-28,July,Tuesday,2026,7,31,3,28
941,2026-07-29,July,Wednesday,2026,7,31,4,29
942,2026-07-30,July,Thursday,2026,7,31,5,30
943,2026-07-31,July,Friday,2026,7,31,6,31
944,2026-08-01,August,Saturday,2026,8,31,7,1
945,2026-08-02,August,Sunday,2026,8,32,1,2
946,2026-08-03,August,Monday,2026,8,32,2,3
947,2026-08-04,August,Tuesday,2026,8,32,3,4
948,2026-08-05,August,Wednesday,2026,8,32,4,5
949,2026-08-06,August,Thursday,2026,8,32,5,6
950,2026-08-07,August,Friday,2026,8,32,6,7
951,2026-08-08,August,Saturday,2026,8,32,7,8
952,2026-08-09,August,Sunday,2026,8,33,1,9
953,2026-08-10,August,Monday,2026,8,33,2,10
954,2026-08-11,August,Tuesday,2026,8,33,3,11
955,2026-08-12,August,Wednesday,2026,8,33,4,12
956,2026-08-13,August,Thursday,2026,8,33,5,13
957,2026-08-14,August,Friday,2026,8,33,6,14
958,2026-08-15,August,Saturday,2026,8,33,7,15
959,2026-08-16,August,Sunday,2026,8,34,1,16
960,2026-08-17,August,Monday,2026,8,34,2,17
961,2026-08-18,August,Tuesday,2026,8,34,3,18
962,2026-08-19,August,Wednesday,2026,8,34,4,19
963,2026-08-20,August,Thursday,2026,8,34,5,20
964,2026-08-21,August,Friday,2026,8,34,6,21
965,2026-08-22,August,Saturday,2026,8,34,7,22
966,2026-08-23,August,Sunday,2026,8,35,1,23
967,2026-08-24,August,Monday,2026,8,35,2,24
968,2026-08-25,August,Tuesday,2026,8,35,3,25
969,2026-08-26,August,Wednesday,2026,8,35,4,26
970,2026-08-27,August,Thursday,2026,8,35,5,27
971,2026-08-28,August,Friday,2026,8,35,6,28
972,2026-08-29,August,Saturday,2026,8,35,7,29
973,2026-08-30,August,Sunday,2026,8,36,1,30
