order_key,customer_key,date_key,geo_key,channel_key,payment_key,discount_rate_level_key,flag_key,campaign_key,total_items,unique_products,subtotal,discount_amount,discount_rate,shipping_cost,tax_amount,revenue,profit,profit_margin,days_to_ship,days_to_deliver,ship_to_delivery_days,order_date,ship_date,delivery_date
4949,334,693,14,11,6,1,19,NULL,1,1,28.09,0.00,0.00,6.77,5.62,40.48,11.75,29.03,1,3,2,2025-11-23,2025-11-24,2025-11-26
4950,17430,969,19,10,18,1,9,NULL,3,3,119.67,0.00,0.00,15.50,8.38,143.55,36.91,25.71,1,3,2,2026-08-26,2026-08-27,2026-08-29
4951,20601,422,6,22,6,1,1,NULL,1,1,23.12,0.00,0.00,3.13,3.01,29.26,11.49,39.27,3,10,7,2025-02-25,2025-02-28,2025-03-07
4952,5535,748,10,12,10,7,2,NULL,3,2,50.15,14.44,31.07,3.99,6.78,46.48,2.42,5.21,2,NULL,NULL,2026-01-17,2026-01-19,NULL
4953,19111,522,20,21,10,1,19,NULL,2,2,89.06,0.00,0.00,6.70,6.23,101.99,27.76,27.22,2,4,2,2025-06-05,2025-06-07,2025-06-09
4954,16440,534,20,4,6,1,9,NULL,2,2,46.73,0.00,0.00,16.37,3.27,66.37,19.89,29.97,0,1,1,2025-06-17,2025-06-17,2025-06-18
4955,20356,302,19,20,19,1,6,6,3,3,162.88,0.00,0.00,13.79,11.40,188.07,79.21,42.12,0,2,2,2024-10-28,2024-10-28,2024-10-30
4956,11716,280,19,19,6,1,19,NULL,4,3,44.42,0.00,0.00,6.54,3.11,54.07,21.33,39.45,2,4,2,2024-10-06,2024-10-08,2024-10-10
4957,9014,941,18,8,6,1,19,NULL,3,3,82.35,0.00,0.00,6.73,5.76,94.84,36.11,38.07,0,5,5,2026-07-29,2026-07-29,2026-08-03
4958,8006,434,8,8,6,1,19,NULL,5,4,82.41,0.00,0.00,5.63,10.71,98.75,37.77,38.25,0,3,3,2025-03-09,2025-03-09,2025-03-12
4959,4926,133,19,22,6,1,18,NULL,2,2,39.94,0.00,0.00,6.57,2.80,49.31,11.90,24.13,NULL,NULL,NULL,2024-05-12,NULL,NULL
4960,19347,666,20,7,8,1,18,NULL,3,3,92.80,0.00,0.00,5.14,6.50,104.44,40.72,38.99,NULL,NULL,NULL,2025-10-27,NULL,NULL
4961,18780,847,18,9,6,1,19,NULL,2,2,36.95,0.00,0.00,6.56,2.59,46.10,11.86,25.73,2,5,3,2026-04-26,2026-04-28,2026-05-01
4962,13227,749,18,5,10,6,3,NULL,6,4,201.07,45.71,27.50,0.00,10.88,166.24,32.22,19.38,NULL,NULL,NULL,2026-01-18,NULL,NULL
4963,21858,785,19,22,7,1,8,7,3,2,74.47,0.00,0.00,15.24,5.21,94.92,34.12,35.95,NULL,NULL,NULL,2026-02-23,NULL,NULL
4964,5799,181,17,17,8,3,20,NULL,2,2,30.79,3.65,9.99,7.51,1.90,36.55,10.46,28.62,0,2,2,2024-06-29,2024-06-29,2024-07-01
4965,10299,492,17,17,10,1,9,NULL,2,2,51.66,0.00,0.00,12.91,3.62,68.19,21.58,31.65,0,1,1,2025-05-06,2025-05-06,2025-05-07
4966,15875,876,5,5,2,1,9,NULL,7,4,139.22,0.00,0.00,12.72,18.10,170.04,51.01,30.00,0,1,1,2026-05-25,2026-05-25,2026-05-26
4967,7450,755,8,9,8,1,20,NULL,3,2,133.41,0.00,0.00,0.00,17.34,150.75,55.38,36.74,1,5,4,2026-01-24,2026-01-25,2026-01-29
4968,2565,602,17,11,6,5,19,NULL,1,1,42.33,7.26,16.61,6.19,2.45,43.71,5.80,13.27,1,5,4,2025-08-24,2025-08-25,2025-08-29
4969,10607,105,5,21,14,5,19,NULL,2,2,54.42,10.40,18.79,5.60,5.72,55.34,7.74,13.99,1,5,4,2024-04-14,2024-04-15,2024-04-19
4970,18650,896,18,8,6,6,7,NULL,4,3,55.66,15.02,24.89,16.86,2.84,60.34,4.17,6.91,1,NULL,NULL,2026-06-14,2026-06-15,NULL
4971,18159,84,20,9,6,7,19,NULL,1,1,69.04,19.61,32.52,7.42,3.46,60.31,5.70,9.45,0,3,3,2024-03-24,2024-03-24,2024-03-27
4972,5607,945,17,22,14,1,17,6,6,6,42.52,0.00,0.00,7.90,2.98,53.40,17.25,32.30,2,NULL,NULL,2026-08-02,2026-08-04,NULL
4973,18540,886,17,2,18,1,4,NULL,2,2,25.15,0.00,0.00,4.57,1.76,31.48,11.61,36.88,2,7,5,2026-06-04,2026-06-06,2026-06-11
4974,633,844,6,8,18,4,9,5,2,2,55.31,7.84,11.74,13.16,6.17,66.80,12.47,18.67,0,1,1,2026-04-23,2026-04-23,2026-04-24
4975,16416,185,6,19,6,6,7,NULL,2,2,69.10,20.37,29.94,12.97,6.33,68.03,12.56,18.46,1,NULL,NULL,2024-07-03,2024-07-04,NULL
4976,15785,283,15,10,14,3,19,4,1,1,22.78,2.05,6.66,5.90,4.15,30.78,5.52,17.93,2,4,2,2024-10-09,2024-10-11,2024-10-13
4977,1979,733,14,23,20,1,20,NULL,4,3,83.81,0.00,0.00,6.01,16.76,106.58,25.33,23.77,2,6,4,2026-01-02,2026-01-04,2026-01-08
4978,8586,251,18,21,8,2,8,NULL,3,3,145.74,7.69,4.68,16.58,9.66,164.29,42.86,26.09,NULL,NULL,NULL,2024-09-07,NULL,NULL
4979,13479,710,15,9,10,1,19,NULL,4,3,40.82,0.00,0.00,6.43,8.16,55.41,18.15,32.76,2,5,3,2025-12-10,2025-12-12,2025-12-15
4980,1770,915,20,22,9,1,8,NULL,4,3,86.19,0.00,0.00,15.54,6.03,107.76,31.29,29.04,NULL,NULL,NULL,2026-07-03,NULL,NULL
4981,1930,662,19,11,6,1,9,NULL,2,2,101.24,0.00,0.00,16.13,7.09,124.46,37.42,30.07,0,2,2,2025-10-23,2025-10-23,2025-10-25
4982,17519,403,8,9,8,1,18,NULL,5,3,131.99,0.00,0.00,0.00,17.16,149.15,46.36,31.08,NULL,NULL,NULL,2025-02-06,NULL,NULL
4983,17590,186,17,23,5,1,18,NULL,3,3,65.37,0.00,0.00,6.77,4.58,76.72,28.62,37.30,NULL,NULL,NULL,2024-07-04,NULL,NULL
4984,240,897,20,23,6,1,1,NULL,3,2,216.95,0.00,0.00,0.00,15.19,232.14,73.05,31.47,1,8,7,2026-06-15,2026-06-16,2026-06-23
4985,19899,242,18,24,6,1,7,NULL,5,4,240.11,0.00,0.00,0.00,16.81,256.92,85.79,33.39,0,NULL,NULL,2024-08-29,2024-08-29,NULL
4986,14201,463,17,9,11,6,18,NULL,4,4,72.01,16.39,25.06,5.89,3.89,65.40,10.51,16.07,NULL,NULL,NULL,2025-04-07,NULL,NULL
4987,21552,665,17,19,6,1,17,NULL,3,2,116.77,0.00,0.00,6.55,8.17,131.49,33.63,25.58,2,NULL,NULL,2025-10-26,2025-10-28,NULL
4988,11551,593,20,9,18,3,9,NULL,5,4,76.40,8.28,9.37,15.44,4.77,88.33,21.17,23.97,1,3,2,2025-08-15,2025-08-16,2025-08-18
4989,17907,848,17,9,10,1,19,NULL,2,2,111.16,0.00,0.00,5.81,7.78,124.75,31.24,25.04,0,3,3,2026-04-27,2026-04-27,2026-04-30
4990,2243,274,17,22,6,1,4,6,2,2,68.00,0.00,0.00,3.76,4.76,76.52,30.55,39.92,0,8,8,2024-09-30,2024-09-30,2024-10-08
4991,6410,176,20,7,2,1,16,NULL,1,1,57.24,0.00,0.00,7.99,4.01,69.24,20.76,29.98,0,2,2,2024-06-24,2024-06-24,2024-06-26
4992,19889,324,1,12,6,1,17,NULL,4,2,107.06,0.00,0.00,0.00,10.71,117.77,36.66,31.13,2,NULL,NULL,2024-11-19,2024-11-21,NULL
4993,2693,195,19,9,6,1,12,NULL,6,4,63.28,0.00,0.00,23.89,4.43,91.60,30.98,33.82,0,NULL,NULL,2024-07-13,2024-07-13,NULL
4994,13733,110,13,21,10,1,9,NULL,3,3,98.15,0.00,0.00,12.23,19.63,130.01,27.90,21.46,0,2,2,2024-04-19,2024-04-19,2024-04-21
4995,3697,103,20,24,10,4,19,NULL,5,4,61.86,7.08,11.00,5.74,3.83,64.35,21.88,34.00,1,3,2,2024-04-12,2024-04-13,2024-04-15
4996,20993,471,19,22,10,3,19,NULL,5,4,82.58,7.67,8.79,7.12,5.24,87.27,25.99,29.78,1,4,3,2025-04-15,2025-04-16,2025-04-19
4997,7005,697,1,23,2,1,19,NULL,4,4,45.80,0.00,0.00,6.35,4.58,56.73,17.36,30.60,2,4,2,2025-11-27,2025-11-29,2025-12-01
4998,3457,766,17,23,20,5,20,NULL,3,2,41.56,6.96,16.54,5.05,2.42,42.07,12.85,30.54,2,4,2,2026-02-04,2026-02-06,2026-02-08
4999,18838,275,19,7,6,1,7,NULL,3,2,97.46,0.00,0.00,12.44,6.82,116.72,35.15,30.11,0,NULL,NULL,2024-10-01,2024-10-01,NULL
5000,10066,73,19,23,6,3,2,NULL,3,2,77.55,7.48,9.53,3.48,4.90,78.45,18.58,23.68,3,NULL,NULL,2024-03-13,2024-03-16,NULL
5001,11559,549,17,22,5,1,18,NULL,4,4,135.90,0.00,0.00,5.27,9.51,150.68,57.79,38.35,NULL,NULL,NULL,2025-07-02,NULL,NULL
5002,2818,496,11,9,10,3,19,NULL,3,3,63.57,4.08,5.23,7.16,11.30,77.95,18.73,24.03,2,4,2,2025-05-10,2025-05-12,2025-05-14
5003,6501,489,19,21,18,6,19,NULL,4,2,153.23,29.15,21.96,0.00,8.69,132.77,31.89,24.02,2,4,2,2025-05-03,2025-05-05,2025-05-07
5004,10260,545,13,11,10,4,9,NULL,3,2,51.88,7.73,11.12,16.53,8.83,69.51,14.97,21.54,1,3,2,2025-06-28,2025-06-29,2025-07-01
5005,584,745,20,21,2,4,4,NULL,2,2,41.55,5.57,12.97,4.46,2.52,42.96,8.26,19.23,3,9,6,2026-01-14,2026-01-17,2026-01-23
5006,4849,824,14,4,19,1,13,NULL,3,2,119.02,0.00,0.00,22.20,23.80,165.02,36.19,21.93,NULL,NULL,NULL,2026-04-03,NULL,NULL
5007,19389,247,18,20,20,1,18,NULL,3,2,51.63,0.00,0.00,7.91,3.61,63.15,22.85,36.18,NULL,NULL,NULL,2024-09-03,NULL,NULL
5008,10685,146,17,10,18,1,4,NULL,2,2,37.43,0.00,0.00,3.52,2.62,43.57,15.34,35.21,0,8,8,2024-05-25,2024-05-25,2024-06-02
5009,16719,463,15,12,14,1,6,6,4,4,65.95,0.00,0.00,17.91,13.19,97.05,20.88,21.51,0,2,2,2025-04-07,2025-04-07,2025-04-09
5010,13271,723,13,4,7,1,14,4,2,2,21.80,0.00,0.00,22.62,4.36,48.78,6.49,13.30,0,1,1,2025-12-23,2025-12-23,2025-12-24
5011,4474,520,18,21,6,5,19,NULL,1,1,17.46,3.29,15.37,6.24,0.99,21.40,5.11,23.88,1,5,4,2025-06-03,2025-06-04,2025-06-08
5012,20025,90,8,21,18,3,17,NULL,3,2,34.87,2.77,6.63,5.54,4.17,41.81,7.90,18.90,1,NULL,NULL,2024-03-30,2024-03-31,NULL
5013,20909,133,18,21,6,1,18,NULL,3,2,124.95,0.00,0.00,0.00,8.75,133.70,59.78,44.71,NULL,NULL,NULL,2024-05-12,NULL,NULL
5014,21637,274,20,12,8,5,10,NULL,8,7,441.07,67.62,16.33,14.42,26.14,414.01,102.12,24.67,1,2,1,2024-09-30,2024-10-01,2024-10-02
5015,2295,258,19,12,8,3,20,NULL,3,3,34.16,2.60,6.69,5.08,2.21,38.85,8.99,23.14,2,4,2,2024-09-14,2024-09-16,2024-09-18
5016,15844,641,18,20,10,5,19,NULL,4,3,111.27,18.21,18.29,0.00,6.51,99.57,29.78,29.91,0,2,2,2025-10-02,2025-10-02,2025-10-04
5017,6460,448,20,19,6,1,9,NULL,4,3,176.01,0.00,0.00,0.00,12.32,188.33,66.67,35.40,0,1,1,2025-03-23,2025-03-23,2025-03-24
5018,636,519,1,5,6,1,19,NULL,2,2,56.42,0.00,0.00,5.67,5.64,67.73,25.14,37.12,1,6,5,2025-06-02,2025-06-03,2025-06-08
5019,11455,333,10,3,14,1,19,NULL,2,2,158.10,0.00,0.00,0.00,30.04,188.14,76.53,40.68,1,6,5,2024-11-28,2024-11-29,2024-12-04
5020,18549,134,3,23,6,4,14,NULL,2,2,26.34,5.39,12.29,20.82,2.10,43.87,2.79,6.36,0,1,1,2024-05-13,2024-05-13,2024-05-14
5021,2786,424,13,20,6,1,19,NULL,3,2,295.73,0.00,0.00,7.83,59.15,362.71,101.87,28.09,0,3,3,2025-02-27,2025-02-27,2025-03-02
5022,7936,428,15,21,14,1,19,NULL,4,4,65.79,0.00,0.00,7.44,13.16,86.39,25.84,29.91,1,6,5,2025-03-03,2025-03-04,2025-03-09
5023,15540,636,17,11,7,1,19,NULL,3,1,127.22,0.00,0.00,5.56,8.91,141.69,63.16,44.58,2,6,4,2025-09-27,2025-09-29,2025-10-03
5024,18931,511,10,23,10,1,17,NULL,4,3,62.93,0.00,0.00,6.73,11.96,81.62,20.66,25.31,2,NULL,NULL,2025-05-25,2025-05-27,NULL
5025,15215,704,13,9,20,1,18,NULL,5,3,169.25,0.00,0.00,6.40,33.85,209.50,60.48,28.87,NULL,NULL,NULL,2025-12-04,NULL,NULL
5026,9662,183,19,22,20,1,13,NULL,4,4,114.81,0.00,0.00,26.99,8.04,149.84,40.35,26.93,NULL,NULL,NULL,2024-07-01,NULL,NULL
5027,14083,711,20,15,18,1,19,NULL,3,3,70.62,0.00,0.00,6.73,4.94,82.29,35.09,42.64,2,6,4,2025-12-11,2025-12-13,2025-12-17
5028,7001,121,18,5,10,1,9,NULL,4,3,41.66,0.00,0.00,14.84,2.92,59.42,20.54,34.57,0,2,2,2024-04-30,2024-04-30,2024-05-02
5029,2151,109,17,22,6,1,17,NULL,3,3,112.64,0.00,0.00,7.71,7.88,128.23,35.82,27.93,2,NULL,NULL,2024-04-18,2024-04-20,NULL
5030,14174,861,13,8,6,1,19,NULL,4,4,549.45,0.00,0.00,6.94,109.89,666.28,199.53,29.95,0,2,2,2026-05-10,2026-05-10,2026-05-12
5031,17827,670,18,24,15,1,18,NULL,3,3,131.67,0.00,0.00,0.00,9.22,140.89,57.80,41.02,NULL,NULL,NULL,2025-10-31,NULL,NULL
5032,3626,366,20,19,18,6,9,NULL,2,2,78.35,18.44,22.76,16.93,4.19,81.03,14.96,18.46,1,3,2,2024-12-31,2025-01-01,2025-01-03
5033,19020,611,15,17,18,1,4,NULL,7,5,241.15,0.00,0.00,0.00,48.23,289.38,82.29,28.44,0,5,5,2025-09-02,2025-09-02,2025-09-07
5034,18047,376,10,1,10,3,14,NULL,3,2,128.58,8.10,5.65,0.00,22.89,143.37,29.07,20.28,0,0,0,2025-01-10,2025-01-10,2025-01-10
5035,20073,206,18,21,6,1,19,NULL,3,3,76.71,0.00,0.00,7.05,5.37,89.13,35.69,40.04,1,5,4,2024-07-24,2024-07-25,2024-07-29
5036,5541,808,9,12,10,1,2,3,3,2,26.78,0.00,0.00,3.01,5.09,34.88,7.53,21.59,1,NULL,NULL,2026-03-18,2026-03-19,NULL
5037,20053,108,8,21,6,3,19,NULL,4,2,75.78,7.61,9.13,6.30,8.86,83.33,13.84,16.61,0,4,4,2024-04-17,2024-04-17,2024-04-21
5038,19634,375,6,14,6,1,19,7,4,3,29.51,0.00,0.00,7.38,3.84,40.73,13.42,32.95,2,5,3,2025-01-09,2025-01-11,2025-01-14
5039,17660,700,20,11,6,1,9,NULL,3,3,127.47,0.00,0.00,0.00,8.92,136.39,51.03,37.41,1,3,2,2025-11-30,2025-12-01,2025-12-03
5040,21315,137,14,23,18,7,19,NULL,3,1,47.39,13.93,30.07,6.18,6.69,46.33,8.33,17.98,1,4,3,2024-05-16,2024-05-17,2024-05-20
5041,16002,590,19,19,10,1,19,NULL,2,2,58.73,0.00,0.00,6.71,4.11,69.55,19.93,28.66,0,4,4,2025-08-12,2025-08-12,2025-08-16
5042,1749,713,19,6,10,5,17,NULL,5,3,170.81,30.01,19.92,0.00,9.86,150.66,34.62,22.98,0,NULL,NULL,2025-12-13,2025-12-13,NULL
5043,5731,827,17,10,10,1,6,2,3,3,64.36,0.00,0.00,13.73,4.51,82.60,18.59,22.51,0,2,2,2026-04-06,2026-04-06,2026-04-08
5044,10529,10,8,21,6,6,9,NULL,4,3,146.02,29.45,22.36,0.00,15.15,131.72,35.15,26.69,0,2,2,2024-01-10,2024-01-10,2024-01-12
5045,11494,697,19,12,6,1,9,3,3,3,43.14,0.00,0.00,16.04,3.02,62.20,20.92,33.63,1,2,1,2025-11-27,2025-11-28,2025-11-29
5046,16438,763,17,10,8,5,18,NULL,3,3,156.42,25.79,18.45,0.00,9.14,139.77,51.64,36.95,NULL,NULL,NULL,2026-02-01,NULL,NULL
5047,15179,846,17,24,18,1,19,NULL,4,3,192.64,0.00,0.00,5.91,13.48,212.03,64.49,30.42,2,6,4,2026-04-25,2026-04-27,2026-05-01
5048,21532,119,10,20,18,1,19,3,3,2,49.85,0.00,0.00,5.57,9.47,64.89,21.90,33.75,0,2,2,2024-04-28,2024-04-28,2024-04-30
5049,13052,795,17,12,14,1,19,NULL,4,3,260.08,0.00,0.00,5.18,18.21,283.47,109.01,38.46,1,5,4,2026-03-05,2026-03-06,2026-03-10
5050,15089,898,8,3,2,1,9,NULL,1,1,15.98,0.00,0.00,17.37,2.08,35.43,5.10,14.39,0,1,1,2026-06-16,2026-06-16,2026-06-17
5051,3045,18,11,21,6,4,4,NULL,2,2,22.47,3.84,14.73,3.90,3.54,26.07,4.83,18.53,0,8,8,2024-01-18,2024-01-18,2024-01-26
5052,20790,236,17,23,6,6,9,NULL,7,5,196.08,41.68,22.98,16.16,10.81,181.37,23.58,13.00,0,1,1,2024-08-23,2024-08-23,2024-08-24
5053,7456,649,6,23,6,1,19,NULL,5,4,111.85,0.00,0.00,0.00,14.54,126.39,54.91,43.44,1,3,2,2025-10-10,2025-10-11,2025-10-13
5054,7480,902,5,21,14,4,4,NULL,2,2,56.52,6.26,10.46,3.06,6.53,59.85,13.25,22.14,1,8,7,2026-06-20,2026-06-21,2026-06-28
5055,18159,311,20,21,11,1,4,NULL,2,2,19.50,0.00,0.00,4.91,1.37,25.78,7.86,30.49,1,7,6,2024-11-06,2024-11-07,2024-11-13
5056,850,477,18,3,10,6,17,NULL,5,5,266.87,51.56,22.38,0.00,15.07,230.38,68.47,29.72,1,NULL,NULL,2025-04-21,2025-04-22,NULL
5057,9978,181,8,24,18,6,19,5,6,4,145.65,34.15,27.10,0.00,14.50,126.00,11.72,9.30,0,4,4,2024-06-29,2024-06-29,2024-07-03
5058,10076,611,17,22,19,4,9,NULL,4,3,177.51,25.50,14.24,16.46,10.64,179.11,60.28,33.66,1,2,1,2025-09-02,2025-09-03,2025-09-04
5059,391,121,17,24,14,5,19,2,1,1,25.28,5.22,19.04,5.96,1.40,27.42,1.90,6.93,1,5,4,2024-04-30,2024-05-01,2024-05-05
5060,16525,449,17,9,6,1,19,NULL,2,2,23.62,0.00,0.00,6.97,1.65,32.24,11.31,35.08,0,2,2,2025-03-24,2025-03-24,2025-03-26
5061,11206,370,20,12,6,6,19,NULL,1,1,26.80,7.42,28.08,5.68,1.36,26.42,4.15,15.71,2,7,5,2025-01-04,2025-01-06,2025-01-11
5062,11255,733,15,11,6,6,18,NULL,6,4,151.87,40.85,29.08,7.27,22.20,140.49,11.18,7.96,NULL,NULL,NULL,2026-01-02,NULL,NULL
5063,20779,41,17,1,7,6,2,NULL,2,2,50.78,12.92,29.57,3.18,2.65,43.69,9.03,20.67,2,NULL,NULL,2024-02-10,2024-02-12,NULL
5064,4073,573,14,9,6,1,19,NULL,4,4,98.93,0.00,0.00,5.91,19.79,124.63,38.55,30.93,0,2,2,2025-07-26,2025-07-26,2025-07-28
5065,20937,454,5,22,15,1,6,3,3,3,32.30,0.00,0.00,13.99,4.20,50.49,14.07,27.87,0,2,2,2025-03-29,2025-03-29,2025-03-31
5066,6842,148,8,9,18,1,9,NULL,5,4,113.44,0.00,0.00,0.00,14.75,128.19,33.65,26.25,1,2,1,2024-05-27,2024-05-28,2024-05-29
5067,13661,58,19,22,10,4,19,4,3,2,138.76,17.67,13.04,5.92,8.48,135.49,35.91,26.50,1,3,2,2024-02-27,2024-02-28,2024-03-01
5068,13551,887,13,22,18,1,19,NULL,6,6,139.30,0.00,0.00,6.22,27.86,173.38,50.37,29.05,2,7,5,2026-06-05,2026-06-07,2026-06-12
5069,12627,886,18,10,6,4,9,6,3,3,59.33,9.03,13.20,14.59,3.52,68.41,17.75,25.95,0,2,2,2026-06-04,2026-06-04,2026-06-06
5070,13365,355,20,11,8,4,10,NULL,3,2,90.96,13.09,13.08,16.75,5.45,100.07,22.97,22.95,1,3,2,2024-12-20,2024-12-21,2024-12-23
5071,4976,286,17,23,8,1,18,NULL,6,5,134.47,0.00,0.00,0.00,9.41,143.88,42.08,29.25,NULL,NULL,NULL,2024-10-12,NULL,NULL
5072,13753,394,15,3,18,4,17,NULL,8,6,225.10,30.99,12.93,6.72,38.82,239.65,56.61,23.62,2,NULL,NULL,2025-01-28,2025-01-30,NULL
5073,5324,623,20,23,2,3,14,NULL,4,4,94.73,7.67,6.73,20.83,6.09,113.98,30.02,26.34,0,1,1,2025-09-14,2025-09-14,2025-09-15
5074,17245,742,15,6,6,6,19,NULL,4,4,77.64,20.93,27.59,7.80,11.34,75.85,3.69,4.86,0,3,3,2026-01-11,2026-01-11,2026-01-14
5075,13332,177,7,5,18,1,19,NULL,4,4,111.58,0.00,0.00,0.00,14.51,126.09,49.29,39.09,1,6,5,2024-06-25,2024-06-26,2024-07-01
5076,16938,717,19,22,10,1,19,NULL,4,4,78.13,0.00,0.00,6.10,5.47,89.70,23.43,26.12,2,6,4,2025-12-17,2025-12-19,2025-12-23
5077,3730,607,17,24,6,4,16,3,2,2,59.60,6.61,10.42,6.75,3.71,63.45,17.96,28.31,0,4,4,2025-08-29,2025-08-29,2025-09-02
5078,15877,502,17,1,14,1,19,NULL,4,4,447.28,0.00,0.00,7.29,31.31,485.88,137.85,28.37,1,4,3,2025-05-16,2025-05-17,2025-05-20
5079,5707,502,5,3,8,1,20,NULL,1,1,25.54,0.00,0.00,7.51,3.32,36.37,8.97,24.66,0,5,5,2025-05-16,2025-05-16,2025-05-21
5080,16748,549,19,10,6,1,4,NULL,2,2,81.40,0.00,0.00,4.26,5.70,91.36,25.98,28.44,1,5,4,2025-07-02,2025-07-03,2025-07-07
5081,12325,324,18,4,6,6,16,NULL,3,2,79.72,18.08,25.18,5.84,4.31,71.79,18.75,26.12,2,7,5,2024-11-19,2024-11-21,2024-11-26
5082,721,782,6,12,10,1,14,NULL,3,2,72.06,0.00,0.00,20.19,9.37,101.62,27.15,26.72,0,0,0,2026-02-20,2026-02-20,2026-02-20
5083,21209,864,1,21,2,4,7,NULL,6,5,324.17,45.48,14.20,13.82,27.87,320.38,94.36,29.45,0,NULL,NULL,2026-05-13,2026-05-13,NULL
5084,8517,155,19,2,6,1,9,5,2,2,90.96,0.00,0.00,14.45,6.37,111.78,26.85,24.02,1,3,2,2024-06-03,2024-06-04,2024-06-06
5085,16121,699,2,21,8,1,20,NULL,1,1,64.20,0.00,0.00,5.52,6.42,76.14,21.29,27.96,1,6,5,2025-11-29,2025-11-30,2025-12-05
5086,16594,114,9,19,10,5,19,NULL,3,2,134.67,24.18,18.39,0.00,20.99,131.48,15.23,11.58,2,4,2,2024-04-23,2024-04-25,2024-04-27
5087,4397,784,9,4,18,1,4,NULL,4,4,108.50,0.00,0.00,4.44,20.62,133.56,52.97,39.66,3,10,7,2026-02-22,2026-02-25,2026-03-04
5088,17278,276,20,21,8,1,18,NULL,4,3,46.64,0.00,0.00,7.43,3.26,57.33,19.31,33.68,NULL,NULL,NULL,2024-10-02,NULL,NULL
5089,17551,895,20,21,18,6,9,NULL,4,4,109.94,22.92,21.08,15.60,6.09,108.71,18.61,17.12,1,2,1,2026-06-13,2026-06-14,2026-06-15
5090,12988,694,19,23,10,1,19,NULL,3,3,81.60,0.00,0.00,6.72,5.71,94.03,36.98,39.33,2,7,5,2025-11-24,2025-11-26,2025-12-01
5091,7948,847,18,21,6,4,19,NULL,2,2,29.28,4.07,12.57,5.40,1.76,32.37,7.71,23.82,1,4,3,2026-04-26,2026-04-27,2026-04-30
5092,12799,892,5,15,7,3,17,NULL,4,3,86.00,8.36,8.84,6.83,10.09,94.56,24.63,26.05,0,NULL,NULL,2026-06-10,2026-06-10,NULL
5093,3109,404,13,24,19,4,3,NULL,2,2,53.85,8.69,14.81,4.49,9.03,58.68,11.99,20.43,NULL,NULL,NULL,2025-02-07,NULL,NULL
5094,12483,268,21,14,6,1,2,NULL,1,1,12.24,0.00,0.00,4.95,0.86,18.05,3.65,20.22,2,NULL,NULL,2024-09-24,2024-09-26,NULL
5095,12269,519,13,3,7,1,19,NULL,5,4,84.25,0.00,0.00,7.85,16.85,108.95,33.51,30.76,1,4,3,2025-06-02,2025-06-03,2025-06-06
5096,10812,267,8,10,2,1,2,NULL,7,7,98.55,0.00,0.00,3.14,12.81,114.50,30.18,26.36,2,NULL,NULL,2024-09-23,2024-09-25,NULL
5097,20314,343,17,22,6,2,9,4,4,3,168.93,8.76,4.73,13.84,11.21,185.22,68.84,37.17,0,2,2,2024-12-08,2024-12-08,2024-12-10
5098,1394,399,18,21,18,1,19,NULL,1,1,38.74,0.00,0.00,5.60,2.71,47.05,11.23,23.87,0,4,4,2025-02-02,2025-02-02,2025-02-06
5099,3913,798,17,24,6,1,19,2,3,3,106.30,0.00,0.00,0.00,7.44,113.74,36.88,32.42,0,2,2,2026-03-08,2026-03-08,2026-03-10
5100,350,326,13,19,18,3,19,NULL,2,2,42.38,3.87,7.36,6.37,7.70,52.58,15.20,28.91,2,4,2,2024-11-21,2024-11-23,2024-11-25
5101,4125,797,8,6,18,1,17,3,3,3,127.45,0.00,0.00,0.00,16.57,144.02,52.99,36.79,2,NULL,NULL,2026-03-07,2026-03-09,NULL
5102,1811,70,6,22,6,4,4,NULL,1,1,9.94,1.53,12.10,3.14,1.09,12.64,2.05,16.22,3,9,6,2024-03-10,2024-03-13,2024-03-19
5103,17278,952,20,22,6,1,19,NULL,3,3,103.86,0.00,0.00,0.00,7.27,111.13,34.77,31.29,0,3,3,2026-08-09,2026-08-09,2026-08-12
5104,2841,256,19,23,18,1,16,NULL,2,2,81.47,0.00,0.00,6.63,5.70,93.80,31.76,33.86,2,7,5,2024-09-12,2024-09-14,2024-09-19
5105,17684,915,15,20,2,1,19,5,2,2,81.81,0.00,0.00,7.49,16.36,105.66,38.52,36.46,1,5,4,2026-07-03,2026-07-04,2026-07-08
5106,8216,366,8,23,10,1,19,NULL,3,3,91.81,0.00,0.00,5.64,11.94,109.39,45.44,41.54,2,6,4,2024-12-31,2025-01-02,2025-01-06
5107,14849,592,5,19,20,1,20,NULL,4,3,95.35,0.00,0.00,6.57,12.40,114.32,33.02,28.88,0,3,3,2025-08-14,2025-08-14,2025-08-17
5108,219,221,20,22,6,4,19,2,3,2,102.70,11.46,11.74,0.00,6.39,97.63,17.59,18.02,1,5,4,2024-08-08,2024-08-09,2024-08-13
5109,3457,470,17,10,10,7,19,NULL,5,5,126.69,34.64,33.26,5.67,6.44,104.16,8.07,7.75,2,6,4,2025-04-14,2025-04-16,2025-04-20
5110,16908,17,19,23,11,1,4,NULL,4,4,96.41,0.00,0.00,3.94,6.75,107.10,30.98,28.93,2,10,8,2024-01-17,2024-01-19,2024-01-27
5111,313,209,8,10,18,2,19,NULL,2,2,49.14,2.72,4.58,6.89,6.03,59.34,12.36,20.83,2,4,2,2024-07-27,2024-07-29,2024-07-31
