order_item_id,order_id,product_id,product_name,category,quantity,unit_price,line_total
OI2024222,ORD1008712,PROD10548,Aurex Honey Jar,Grocery,1,25.0,25.0
OI2024223,ORD1008712,PROD10275,Verdant Lip Balm Set,Beauty & Personal Care,1,13.63,13.63
OI2024224,ORD1008713,PROD10161,Nimbus Cutting Board,Home & Kitchen,1,31.68,31.68
OI2024225,ORD1008713,PROD10123,Bluepeak Slim Fit Jeans,Apparel,1,32.63,32.63
OI2024226,ORD1008714,PROD10521,Halcyon Board Game,Toys & Games,1,50.0,50.0
OI2024227,ORD1008714,PROD10028,Bluepeak Mechanical Keyboard,Electronics,2,19.39,38.78
OI2024228,ORD1008714,PROD10256,Nimbus Nail Care Kit,Beauty & Personal Care,1,20.53,20.53
OI2024229,ORD1008714,PROD10477,Northline Craft Kit,Toys & Games,1,15.16,15.16
OI2024230,ORD1008714,PROD10003,Nimbus Router,Electronics,1,39.71,39.71
OI2024231,ORD1008715,PROD10107,Verdant Cotton T-Shirt,Apparel,2,17.4,34.8
OI2024232,ORD1008715,PROD10096,Bluepeak Denim Jacket,Apparel,1,20.51,20.51
OI2024233,ORD1008716,PROD10590,Bluepeak Olive Oil,Grocery,1,7.57,7.57
OI2024234,ORD1008716,PROD10497,Verdant Card Game,Toys & Games,1,23.87,23.87
OI2024235,ORD1008716,PROD10531,Nimbus Sparkling Water Pack,Grocery,1,25.0,25.0
OI2024236,ORD1008716,PROD10460,Verdant Craft Kit,Toys & Games,1,26.91,26.91
OI2024237,ORD1008717,PROD10528,Nimbus Spice Set,Grocery,1,9.18,9.18
OI2024238,ORD1008717,PROD10150,Bluepeak Wool Sweater,Apparel,2,53.04,106.08
OI2024239,ORD1008717,PROD10416,Bluepeak Mystery Novel,Books,1,26.39,26.39
OI2024240,ORD1008717,PROD10536,Aurex Trail Mix,Grocery,1,25.0,25.0
OI2024241,ORD1008717,PROD10079,Bluepeak Leather Belt,Apparel,1,44.66,44.66
OI2024242,ORD1008718,PROD10213,Verdant Cutlery Set,Home & Kitchen,1,35.38,35.38
OI2024243,ORD1008718,PROD10215,Nimbus Coffee Maker,Home & Kitchen,1,50.06,50.06
OI2024244,ORD1008718,PROD10156,Kensho Non-Stick Pan,Home & Kitchen,1,19.52,19.52
OI2024245,ORD1008719,PROD10456,Northline Plush Toy,Toys & Games,1,22.31,22.31
OI2024246,ORD1008719,PROD10457,Verdant Educational Tablet Toy,Toys & Games,1,20.03,20.03
OI2024247,ORD1008720,PROD10244,Nimbus Sunscreen SPF50,Beauty & Personal Care,1,40.0,40.0
OI2024248,ORD1008720,PROD10232,Verdant Sunscreen SPF50,Beauty & Personal Care,1,12.91,12.91
OI2024249,ORD1008721,PROD10105,Marlow & Co Wool Sweater,Apparel,3,22.11,66.33
OI2024250,ORD1008722,PROD10578,Cedar Grove Organic Coffee Beans,Grocery,1,25.0,25.0
OI2024251,ORD1008722,PROD10534,Aurex Green Tea Box,Grocery,2,25.0,50.0
OI2024252,ORD1008722,PROD10545,Aurex Granola,Grocery,1,11.57,11.57
OI2024253,ORD1008722,PROD10587,Cedar Grove Green Tea Box,Grocery,1,25.0,25.0
OI2024254,ORD1008723,PROD10289,Kensho Hair Dryer,Beauty & Personal Care,1,18.29,18.29
OI2024255,ORD1008723,PROD10245,Halcyon Sunscreen SPF50,Beauty & Personal Care,1,35.53,35.53
OI2024256,ORD1008723,PROD10281,Kensho Lip Balm Set,Beauty & Personal Care,1,12.64,12.64
OI2024257,ORD1008724,PROD10312,Northline Resistance Bands,Sports & Outdoors,2,89.07,178.14
OI2024258,ORD1008724,PROD10427,Nimbus History Bestseller,Books,1,14.87,14.87
OI2024259,ORD1008724,PROD10295,Bluepeak Hair Dryer,Beauty & Personal Care,1,40.0,40.0
OI2024260,ORD1008725,PROD10020,Aurex 4K Monitor,Electronics,1,30.94,30.94
OI2024261,ORD1008726,PROD10090,Cedar Grove Leather Belt,Apparel,2,8.0,16.0
OI2024262,ORD1008726,PROD10101,Verdant Yoga Pants,Apparel,1,23.2,23.2
OI2024263,ORD1008727,PROD10391,Nimbus Travel Guide,Books,1,25.3,25.3
OI2024264,ORD1008727,PROD10377,Verdant Children's Picture Book,Books,1,29.02,29.02
OI2024265,ORD1008727,PROD10433,Verdant Business Strategy Book,Books,1,30.0,30.0
OI2024266,ORD1008727,PROD10414,Kensho History Bestseller,Books,2,30.0,60.0
OI2024267,ORD1008728,PROD10245,Halcyon Sunscreen SPF50,Beauty & Personal Care,1,35.53,35.53
OI2024268,ORD1008728,PROD10560,Nimbus Olive Oil,Grocery,1,,
OI2024269,ORD1008728,PROD10316,Bluepeak Resistance Bands,Sports & Outdoors,1,53.06,53.06
OI2024270,ORD1008728,PROD10264,Verdant Vitamin C Serum,Beauty & Personal Care,1,28.78,28.78
OI2024271,ORD1008729,PROD10587,Cedar Grove Green Tea Box,Grocery,1,25.0,25.0
OI2024272,ORD1008730,PROD10259,Kensho Sunscreen SPF50,Beauty & Personal Care,1,24.15,24.15
OI2024273,ORD1008730,PROD10198,Trueform Air Fryer,Home & Kitchen,2,26.62,53.24
OI2024274,ORD1008731,PROD10088,Trueform Running Shoes,Apparel,1,22.43,22.43
OI2024275,ORD1008731,PROD10542,Bluepeak Spice Set,Grocery,1,25.0,25.0
OI2024276,ORD1008731,PROD10033,Kensho USB-C Hub,Electronics,1,15.28,15.28
OI2024277,ORD1008731,PROD10077,Halcyon Denim Jacket,Apparel,2,57.16,114.32
OI2024278,ORD1008732,PROD10437,Verdant Mystery Novel,Books,1,30.0,30.0
OI2024279,ORD1008732,PROD10029,Halcyon Power Bank,Electronics,2,45.53,91.06
OI2024280,ORD1008733,PROD10004,Bluepeak Noise-Cancelling Headphones,Electronics,1,44.28,44.28
OI2024281,ORD1008733,PROD10370,Aurex Jump Rope,Sports & Outdoors,1,31.8,31.8
OI2024282,ORD1008733,PROD10541,Aurex Sparkling Water Pack,Grocery,1,25.0,25.0
OI2024283,ORD1008734,PROD10274,Bluepeak Shampoo,Beauty & Personal Care,1,22.2,22.2
OI2024284,ORD1008734,PROD10564,Kensho Sparkling Water Pack,Grocery,2,25.0,50.0
OI2024285,ORD1008735,PROD10083,Trueform Wool Sweater,Apparel,1,43.88,43.88
OI2024286,ORD1008736,PROD10517,Trueform Board Game,Toys & Games,1,26.37,26.37
OI2024287,ORD1008736,PROD10334,Nimbus Sleeping Bag,Sports & Outdoors,1,26.07,26.07
OI2024288,ORD1008737,PROD10161,Nimbus Cutting Board,Home & Kitchen,1,31.68,31.68
OI2024289,ORD1008738,PROD10591,Aurex Protein Bar Case,Grocery,1,25.0,25.0
OI2024290,ORD1008738,PROD10588,Aurex Honey Jar,Grocery,2,12.17,24.34
OI2024291,ORD1008739,PROD10571,Nimbus Trail Mix,Grocery,1,11.97,11.97
OI2024292,ORD1008739,PROD10552,Trueform Pasta Pack,Grocery,2,15.13,30.26
OI2024293,ORD1008739,PROD10587,Cedar Grove Green Tea Box,Grocery,1,25.0,25.0
OI2024294,ORD1008739,PROD10572,Trueform Honey Jar,Grocery,1,25.0,25.0
OI2024295,ORD1008739,PROD10574,Verdant Sparkling Water Pack,Grocery,3,25.0,75.0
OI2024296,ORD1008739,PROD10552,Trueform Pasta Pack,GROCERY,1,15.13,15.13
OI2024297,ORD1008740,PROD10141,Marlow & Co Hooded Sweatshirt,Apparel,1,60.0,60.0
OI2024298,ORD1008741,PROD10043,Bluepeak USB-C Hub,Electronics,1,15.08,15.08
OI2024299,ORD1008741,PROD10436,Northline Mystery Novel,Books,2,,
OI2024300,ORD1008741,PROD10018,Halcyon Noise-Cancelling Headphones,Electronics,1,15.0,15.0
OI2024301,ORD1008741,PROD10389,Verdant Children's Picture Book,Books,1,9.65,9.65
OI2024302,ORD1008741,PROD10044,Kensho 4K Monitor,Electronics,1,27.82,27.82
OI2024303,ORD1008741,PROD10413,Marlow & Co Cookbook,Books,1,11.84,11.84
OI2024304,ORD1008741,PROD10045,Cedar Grove 4K Monitor,Electronics,1,26.53,26.53
OI2024305,ORD1008742,PROD10133,Nimbus Rain Jacket,Apparel,1,34.76,34.76
OI2024306,ORD1008742,PROD10509,Aurex Action Figure,Toys & Games,1,8.66,8.66
OI2024307,ORD1008742,PROD10093,Verdant Rain Jacket,Apparel,1,9.99,9.99
OI2024308,ORD1008743,PROD10103,Kensho Baseball Cap,Apparel,1,28.9,28.9
OI2024309,ORD1008743,PROD10588,Aurex Honey Jar,Grocery,1,12.17,12.17
OI2024310,ORD1008743,PROD10078,Marlow & Co Leather Belt,Apparel,1,52.73,52.73
OI2024311,ORD1008743,PROD10530,Nimbus Honey Jar,Grocery,1,7.19,7.19
OI2024312,ORD1008744,PROD10106,Nimbus Hooded Sweatshirt,Apparel,1,16.96,16.96
OI2024313,ORD1008745,PROD10063,Trueform Power Bank,Electronics,1,18.28,18.28
OI2024314,ORD1008745,PROD10083,Trueform Wool Sweater,Apparel,1,43.88,43.88
OI2024315,ORD1008745,PROD10062,Kensho Noise-Cancelling Headphones,Electronics,1,15.02,15.02
OI2024316,ORD1008745,PROD10104,Northline Slim Fit Jeans,Apparel,1,16.22,16.22
OI2024317,ORD1008746,PROD10397,Verdant Self-Help Guide,Books,1,17.57,17.57
OI2024318,ORD1008746,PROD10230,Nimbus Facial Cleanser,Beauty & Personal Care,1,25.54,25.54
OI2024319,ORD1008747,PROD10340,Halcyon Yoga Mat,Sports & Outdoors,1,21.73,21.73
OI2024320,ORD1008747,PROD10031,Northline USB-C Hub,Electronics,2,16.55,33.1
OI2024321,ORD1008748,PROD10302,Trueform Water Bottle,Sports & Outdoors,1,30.85,30.85
OI2024322,ORD1008748,PROD10336,Kensho Hiking Backpack,Sports & Outdoors,1,100.0,100.0
OI2024323,ORD1008748,PROD10326,Aurex Camping Tent,Sports & Outdoors,1,66.5,66.5
OI2024324,ORD1008749,PROD10518,Nimbus Puzzle 1000pc,Toys & Games,1,12.53,12.53
OI2024325,ORD1008749,PROD10472,Nimbus Card Game,Toys & Games,1,25.52,25.52
OI2024326,ORD1008750,PROD10543,Nimbus Protein Bar Case,Grocery,2,20.08,40.16
OI2024327,ORD1008750,PROD10309,Trueform Bike Helmet,Sports & Outdoors,1,73.61,73.61
OI2024328,ORD1008750,PROD10587,Cedar Grove Green Tea Box,Grocery,1,25.0,25.0
OI2024329,ORD1008750,PROD10372,Cedar Grove Hiking Backpack,Sports & Outdoors,2,27.65,55.3
OI2024330,ORD1008751,PROD10173,Marlow & Co Table Lamp,Home & Kitchen,1,89.57,89.57
OI2024331,ORD1008751,PROD10081,Cedar Grove Denim Jacket,Apparel,1,60.0,60.0
OI2024332,ORD1008751,PROD10164,Nimbus Throw Pillow,Home & Kitchen,1,48.73,48.73
OI2024333,ORD1008751,PROD10104,Northline Slim Fit Jeans,Apparel,1,16.22,16.22
OI2024334,ORD1008751,PROD10169,Marlow & Co Throw Pillow,Home & Kitchen,2,13.33,26.66
OI2024335,ORD1008752,PROD10012,Halcyon 4K Monitor,Electronics,1,27.73,27.73
OI2024336,ORD1008753,PROD10341,Bluepeak Resistance Bands,Sports & Outdoors,1,34.27,34.27
OI2024337,ORD1008753,PROD10033,Kensho USB-C Hub,Electronics,1,15.28,15.28
OI2024338,ORD1008753,PROD10335,Cedar Grove Camping Tent,Sports & Outdoors,2,63.33,126.66
OI2024339,ORD1008754,PROD10182,Bluepeak Cutlery Set,Home & Kitchen,1,16.85,16.85
OI2024340,ORD1008754,PROD10209,Verdant Non-Stick Pan,home & kitchen,1,90.0,90.0
OI2024341,ORD1008755,PROD10144,Northline Baseball Cap,Apparel,1,20.87,20.87
OI2024342,ORD1008755,PROD10142,Trueform Wool Sweater,Apparel,1,23.65,23.65
OI2024343,ORD1008755,PROD10142,Trueform Wool Sweater,Apparel,1,23.65,23.65
OI2024344,ORD1008755,PROD10132,Aurex Yoga Pants,Apparel,2,30.94,61.88
OI2024345,ORD1008755,PROD10148,Marlow & Co Hooded Sweatshirt,Apparel,1,18.17,18.17
OI2024346,ORD1008756,PROD10542,Bluepeak Spice Set,Grocery,1,25.0,25.0
OI2024347,ORD1008756,PROD10138,Verdant Yoga Pants,Apparel,1,15.4,15.4
OI2024348,ORD1008756,PROD10541,Aurex Sparkling Water Pack,Grocery,1,25.0,25.0
OI2024349,ORD1008757,PROD10289,Kensho Hair Dryer,Beauty & Personal Care,1,18.29,18.29
OI2024350,ORD1008758,PROD10264,Verdant Vitamin C Serum,Beauty & Personal Care,1,28.78,28.78
OI2024351,ORD1008758,PROD10365,Trueform Resistance Bands,Sports & Outdoors,1,9.57,9.57
OI2024352,ORD1008758,PROD10514,Nimbus Educational Tablet Toy,Toys & Games,1,34.42,34.42
OI2024353,ORD1008758,PROD10244,Nimbus Sunscreen SPF50,Beauty & Personal Care,1,40.0,40.0
OI2024354,ORD1008759,PROD10150,Bluepeak Wool Sweater,Apparel,1,53.04,53.04
OI2024355,ORD1008759,PROD10135,Halcyon Yoga Pants,Apparel,1,44.71,44.71
OI2024356,ORD1008759,PROD10103,Kensho Baseball Cap,Apparel,1,28.9,28.9
OI2024357,ORD1008760,PROD10292,Aurex Lip Balm Set,Beauty & Personal Care,1,36.26,36.26
OI2024358,ORD1008761,PROD10211,Bluepeak Throw Pillow,Home & Kitchen,1,9.1,9.1
OI2024359,ORD1008761,PROD10222,Northline Non-Stick Pan,Home & Kitchen,1,32.7,32.7
OI2024360,ORD1008761,PROD10207,Cedar Grove Cutting Board,Home & Kitchen,1,31.65,31.65
OI2024361,ORD1008761,PROD10195,Bluepeak Air Fryer,Home & Kitchen,1,90.0,90.0
OI2024362,ORD1008761,PROD10151,Verdant Air Fryer,Home & Kitchen,1,17.95,17.95
OI2024363,ORD1008762,PROD10446,Aurex Sci-Fi Anthology,Books,2,23.34,46.68
OI2024364,ORD1008762,PROD10407,Trueform Self-Help Guide,Books,1,23.3,23.3
OI2024365,ORD1008763,PROD10438,Nimbus Poetry Collection,Books,1,30.0,30.0
OI2024366,ORD1008763,PROD10256,Nimbus Nail Care Kit,Beauty & Personal Care,2,20.53,41.06
OI2024367,ORD1008764,PROD10371,Aurex Yoga Mat,Sports & Outdoors,3,9.88,29.64
OI2024368,ORD1008765,PROD10440,Nimbus Children's Picture Book,Books,1,18.24,18.24
OI2024369,ORD1008765,PROD10595,Cedar Grove Protein Bar Case,Grocery,2,13.73,27.46
OI2024370,ORD1008766,PROD10320,Nimbus Hiking Backpack,Sports & Outdoors,1,23.43,23.43
OI2024371,ORD1008766,PROD10079,Bluepeak Leather Belt,Apparel,1,44.66,44.66
OI2024372,ORD1008767,PROD10015,Cedar Grove Bluetooth Speaker,Electronics,2,37.52,75.04
OI2024373,ORD1008767,PROD10254,Halcyon Nail Care Kit,Beauty & Personal Care,1,13.15,13.15
OI2024374,ORD1008767,PROD10436,Northline Mystery Novel,Books,1,24.09,24.09
OI2024375,ORD1008768,PROD10320,Nimbus Hiking Backpack,Sports & Outdoors,1,23.43,23.43
OI2024376,ORD1008768,PROD10400,Halcyon Mystery Novel,Books,1,22.17,22.17
OI2024377,ORD1008769,PROD10177,Cedar Grove Storage Bins,Home & Kitchen,2,15.24,30.48
OI2024378,ORD1008769,PROD10346,Kensho Yoga Mat,Sports & Outdoors,1,32.9,32.9
OI2024379,ORD1008769,PROD10445,Bluepeak Biography,Books,2,19.07,38.14
OI2024380,ORD1008770,PROD10070,Halcyon Mechanical Keyboard,Electronics,1,29.9,29.9
OI2024381,ORD1008770,PROD10508,Halcyon Card Game,toys & games,1,50.0,50.0
OI2024382,ORD1008770,PROD10037,Trueform Wireless Earbuds,Electronics,1,15.0,15.0
OI2024383,ORD1008770,PROD10457,Verdant Educational Tablet Toy,Toys & Games,1,20.03,20.03
OI2024384,ORD1008771,PROD10437,Verdant Mystery Novel,Books,1,30.0,30.0
OI2024385,ORD1008771,PROD10102,Aurex Hooded Sweatshirt,Apparel,1,30.05,30.05
OI2024386,ORD1008771,PROD10442,Kensho Poetry Collection,Books,1,26.9,26.9
OI2024387,ORD1008771,PROD10127,Trueform Rain Jacket,Apparel,1,27.52,27.52
OI2024388,ORD1008771,PROD10428,Cedar Grove Biography,Books,1,27.78,27.78
OI2024389,ORD1008771,PROD10108,Nimbus Hooded Sweatshirt,Apparel,1,29.23,29.23
OI2024390,ORD1008772,PROD10419,Nimbus Business Strategy Book,Books,2,20.6,41.2
OI2024391,ORD1008772,PROD10189,Verdant Throw Pillow,home & kitchen,1,11.78,11.78
OI2024392,ORD1008772,PROD10467,Northline Puzzle 1000pc,Toys & Games,1,34.39,34.39
OI2024393,ORD1008773,PROD10486,Halcyon Building Blocks Set,Toys & Games,1,39.9,39.9
OI2024394,ORD1008773,PROD10271,Bluepeak Electric Toothbrush,Beauty & Personal Care,1,40.0,40.0
OI2024395,ORD1008774,PROD10200,Nimbus Bath Towel Set,Home & Kitchen,1,13.42,13.42
OI2024396,ORD1008774,PROD10555,Cedar Grove Granola,Grocery,1,25.0,25.0
OI2024397,ORD1008775,PROD10227,Aurex Facial Cleanser,Beauty & Personal Care,1,40.0,40.0
OI2024398,ORD1008775,PROD10226,Northline Electric Toothbrush,Beauty & Personal Care,1,24.09,24.09
OI2024399,ORD1008775,PROD10272,Verdant Hair Dryer,Beauty & Personal Care,1,40.0,40.0
OI2024400,ORD1008775,PROD10273,Kensho Electric Toothbrush,Beauty & Personal Care,1,19.05,19.05
OI2024401,ORD1008776,PROD10015,Cedar Grove Bluetooth Speaker,Electronics,1,37.52,37.52
OI2024402,ORD1008776,PROD10582,Bluepeak Granola,Grocery,1,22.04,22.04
OI2024403,ORD1008777,PROD10173,Marlow & Co Table Lamp,Home & Kitchen,1,89.57,89.57
OI2024404,ORD1008777,PROD10222,Northline Non-Stick Pan,Home & Kitchen,1,32.7,32.7
OI2024405,ORD1008777,PROD10191,Kensho Table Lamp,Home & Kitchen,1,53.11,53.11
OI2024406,ORD1008778,PROD10007,Bluepeak Bluetooth Speaker,Electronics,1,38.56,38.56
OI2024407,ORD1008778,PROD10068,Kensho Wireless Earbuds,Electronics,1,18.61,18.61
OI2024408,ORD1008779,PROD10383,Nimbus Biography,Books,1,20.78,20.78
OI2024409,ORD1008779,PROD10141,Marlow & Co Hooded Sweatshirt,Apparel,3,60.0,180.0
OI2024410,ORD1008780,PROD10065,Halcyon Webcam,Electronics,1,21.07,21.07
OI2024411,ORD1008780,PROD10072,Aurex Bluetooth Speaker,Electronics,1,19.85,19.85
OI2024412,ORD1008780,PROD10035,Northline USB-C Hub,Electronics,2,17.41,34.82
OI2024413,ORD1008780,PROD10008,Northline Noise-Cancelling Headphones,Electronics,1,16.67,16.67
OI2024414,ORD1008780,PROD10017,Halcyon Router,Electronics,1,17.24,17.24
OI2024415,ORD1008781,PROD10095,Marlow & Co Cotton T-Shirt,Apparel,1,11.14,11.14
OI2024416,ORD1008781,PROD10146,Marlow & Co Wool Sweater,Apparel,1,38.39,38.39
OI2024417,ORD1008782,PROD10401,Nimbus Mystery Novel,Books,1,17.69,17.69
OI2024418,ORD1008782,PROD10404,Northline History Bestseller,Books,2,11.38,22.76
OI2024419,ORD1008782,PROD10433,Verdant Business Strategy Book,Books,1,30.0,30.0
OI2024420,ORD1008782,PROD10393,Cedar Grove Poetry Collection,Books,1,29.49,29.49
OI2024421,ORD1008783,PROD10131,Aurex Running Shoes,Apparel,2,22.36,44.72
OI2024422,ORD1008783,PROD10118,Cedar Grove Wool Sweater,Apparel,2,30.08,60.16
OI2024423,ORD1008784,PROD10349,Kensho Yoga Mat,Sports & Outdoors,4,26.26,105.04
OI2024424,ORD1008785,PROD10451,Trueform Board Game,Toys & Games,1,23.8,23.8
OI2024425,ORD1008786,PROD10511,Aurex Plush Toy,Toys & Games,1,4.8,4.8
OI2024426,ORD1008786,PROD10446,Aurex Sci-Fi Anthology,Books,1,23.34,23.34
OI2024427,ORD1008787,PROD10074,Trueform Noise-Cancelling Headphones,Electronics,1,,
OI2024428,ORD1008788,PROD10155,Northline Air Fryer,Home & Kitchen,1,70.77,70.77
OI2024429,ORD1008788,PROD10489,Marlow & Co Educational Tablet Toy,Toys & Games,1,14.32,14.32
OI2024430,ORD1008788,PROD10210,Trueform Table Lamp,Home & Kitchen,1,45.58,45.58
OI2024431,ORD1008788,PROD10462,Halcyon Remote Control Car,Toys & Games,1,30.54,30.54
OI2024432,ORD1008788,PROD10171,Northline Table Lamp,Home & Kitchen,1,30.75,30.75
OI2024433,ORD1008788,PROD10520,Verdant Educational Tablet Toy,Toys & Games,1,34.32,34.32
OI2024434,ORD1008789,PROD10247,Northline Lip Balm Set,Beauty & Personal Care,1,19.45,19.45
OI2024435,ORD1008789,PROD10378,Cedar Grove Cookbook,Books,1,19.18,19.18
OI2024436,ORD1008789,PROD10351,Bluepeak Hiking Backpack,Sports & Outdoors,1,27.38,27.38
OI2024437,ORD1008790,PROD10442,Kensho Poetry Collection,Books,2,26.9,53.8
OI2024438,ORD1008790,PROD10418,Nimbus Children's Picture Book,Books,4,8.78,35.12
OI2024439,ORD1008791,PROD10522,Aurex Puzzle 1000pc,Toys & Games,1,34.51,34.51
OI2024440,ORD1008792,PROD10595,Cedar Grove Protein Bar Case,Grocery,1,13.73,13.73
OI2024441,ORD1008793,PROD10561,Marlow & Co Spice Set,Grocery,1,19.21,19.21
OI2024442,ORD1008793,PROD10552,Trueform Pasta Pack,Grocery,1,15.13,15.13
OI2024443,ORD1008794,PROD10596,Verdant Protein Bar Case,Grocery,1,25.0,25.0
OI2024444,ORD1008794,PROD10224,Cedar Grove Cutlery Set,Home & Kitchen,1,58.58,58.58
OI2024445,ORD1008794,PROD10549,Bluepeak Sparkling Water Pack,Grocery,1,25.0,25.0
OI2024446,ORD1008795,PROD10322,Northline Camping Tent,Sports & Outdoors,1,24.07,24.07
OI2024447,ORD1008795,PROD10567,Verdant Trail Mix,Grocery,2,20.15,40.3
OI2024448,ORD1008796,PROD10386,Cedar Grove Travel Guide,Books,3,10.97,32.91
OI2024449,ORD1008796,PROD10403,Bluepeak Cookbook,Books,1,30.0,30.0
OI2024450,ORD1008797,PROD10599,Marlow & Co Pasta Pack,Grocery,1,25.0,25.0
OI2024451,ORD1008797,PROD10511,Aurex Plush Toy,Toys & Games,1,4.8,4.8
OI2024452,ORD1008797,PROD10597,Halcyon Honey Jar,Grocery,1,25.0,25.0
OI2024453,ORD1008798,PROD10099,Cedar Grove Leather Belt,Apparel,1,24.93,24.93
OI2024454,ORD1008798,PROD10001,Kensho Bluetooth Speaker,Electronics,1,22.93,22.93
OI2024455,ORD1008799,PROD10197,Northline Air Fryer,Home & Kitchen,1,13.1,13.1
OI2024456,ORD1008799,PROD10265,Halcyon Nail Care Kit,Beauty & Personal Care,1,40.0,40.0
OI2024457,ORD1008799,PROD10484,Verdant Action Figure,Toys & Games,1,4.77,4.77
OI2024458,ORD1008800,PROD10544,Bluepeak Granola,grocery,1,22.28,22.28
OI2024459,ORD1008800,PROD10450,Northline Mystery Novel,Books,1,30.0,30.0
OI2024460,ORD1008800,PROD10304,Marlow & Co Hiking Backpack,Sports & Outdoors,2,18.56,37.12
OI2024461,ORD1008801,PROD10436,Northline Mystery Novel,Books,1,24.09,24.09
OI2024462,ORD1008801,PROD10139,Marlow & Co Cotton T-Shirt,Apparel,1,8.09,8.09
OI2024463,ORD1008801,PROD10424,Halcyon Poetry Collection,Books,1,19.77,19.77
OI2024464,ORD1008801,PROD10089,Marlow & Co Denim Jacket,Apparel,1,15.9,15.9
OI2024465,ORD1008802,PROD10490,Northline Action Figure,Toys & Games,1,22.93,22.93
OI2024466,ORD1008802,PROD10432,Kensho Mystery Novel,Books,3,24.74,74.22
OI2024467,ORD1008803,PROD10574,Verdant Sparkling Water Pack,Grocery,1,25.0,25.0
OI2024468,ORD1008803,PROD10557,Trueform Olive Oil,Grocery,1,25.0,25.0
OI2024469,ORD1008803,PROD10579,Halcyon Green Tea Box,Grocery,1,20.48,20.48
OI2024470,ORD1008803,PROD10573,Halcyon Spice Set,Grocery,1,13.8,13.8
OI2024471,ORD1008804,PROD10370,Aurex Jump Rope,Sports & Outdoors,1,31.8,31.8
OI2024472,ORD1008804,PROD10012,Halcyon 4K Monitor,Electronics,2,27.73,55.46
OI2024473,ORD1008804,PROD10368,Marlow & Co Foam Roller,Sports & Outdoors,1,12.6,12.6
OI2024474,ORD1008804,PROD10042,Halcyon USB-C Hub,ELECTRONICS,1,36.58,36.58
OI2024475,ORD1008805,PROD10529,Cedar Grove Spice Set,Grocery,1,25.0,25.0
OI2024476,ORD1008805,PROD10583,Northline Trail Mix,Grocery,1,25.0,25.0
OI2024477,ORD1008806,PROD10250,Halcyon Body Lotion,Beauty & Personal Care,2,15.66,31.32
OI2024478,ORD1008806,PROD10234,Nimbus Body Lotion,Beauty & Personal Care,1,13.55,13.55
OI2024479,ORD1008807,PROD10096,Bluepeak Denim Jacket,Apparel,1,20.51,20.51
OI2024480,ORD1008807,PROD10311,Nimbus Dumbbell Set,Sports & Outdoors,1,51.86,51.86
OI2024481,ORD1008808,PROD10426,Verdant Sci-Fi Anthology,Books,1,30.0,30.0
OI2024482,ORD1008808,PROD10506,Nimbus Action Figure,Toys & Games,1,50.0,50.0
OI2024483,ORD1008808,PROD10553,Aurex Trail Mix,Grocery,1,25.0,25.0
OI2024484,ORD1008808,PROD10425,Aurex Cookbook,Books,1,24.08,24.08
OI2024485,ORD1008809,PROD10371,Aurex Yoga Mat,Sports & Outdoors,1,9.88,9.88
OI2024486,ORD1008809,PROD10506,Nimbus Action Figure,Toys & Games,1,50.0,50.0
OI2024487,ORD1008809,PROD10372,Cedar Grove Hiking Backpack,Sports & Outdoors,1,27.65,27.65
OI2024488,ORD1008810,PROD10497,Verdant Card Game,Toys & Games,1,23.87,23.87
OI2024489,ORD1008810,PROD10504,Nimbus Plush Toy,Toys & Games,1,16.95,16.95
OI2024490,ORD1008810,PROD10494,Verdant Card Game,Toys & Games,1,50.0,50.0
OI2024491,ORD1008811,PROD10127,Trueform Rain Jacket,Apparel,1,27.52,27.52
OI2024492,ORD1008811,PROD10578,Cedar Grove Organic Coffee Beans,Grocery,1,25.0,25.0
OI2024493,ORD1008811,PROD10169,Marlow & Co Throw Pillow,Home & Kitchen,2,13.33,26.66
OI2024494,ORD1008812,PROD10046,Northline Wireless Earbuds,Electronics,1,39.0,39.0
OI2024495,ORD1008812,PROD10293,Marlow & Co Sunscreen SPF50,Beauty & Personal Care,1,32.81,32.81
OI2024496,ORD1008812,PROD10075,Halcyon Power Bank,Electronics,1,22.91,22.91
OI2024497,ORD1008812,PROD10226,Northline Electric Toothbrush,Beauty & Personal Care,1,24.09,24.09
OI2024498,ORD1008812,PROD10061,Verdant Noise-Cancelling Headphones,Electronics,1,43.72,43.72
OI2024499,ORD1008813,PROD10437,Verdant Mystery Novel,Books,2,30.0,60.0
OI2024500,ORD1008813,PROD10443,Trueform Travel Guide,Books,1,27.03,27.03
OI2024501,ORD1008813,PROD10379,Bluepeak Mystery Novel,Books,1,30.0,30.0
OI2024502,ORD1008814,PROD10410,Cedar Grove Poetry Collection,Books,1,29.45,29.45
OI2024503,ORD1008814,PROD10435,Trueform Travel Guide,Books,1,28.24,28.24
OI2024504,ORD1008814,PROD10399,Aurex Sci-Fi Anthology,Books,1,22.92,22.92
OI2024505,ORD1008814,PROD10427,Nimbus History Bestseller,Books,1,14.87,14.87
OI2024506,ORD1008815,PROD10547,Verdant Sparkling Water Pack,Grocery,1,19.17,19.17
OI2024507,ORD1008815,PROD10304,Marlow & Co Hiking Backpack,Sports & Outdoors,1,18.56,18.56
OI2024508,ORD1008815,PROD10426,Verdant Sci-Fi Anthology,Books,1,30.0,30.0
OI2024509,ORD1008815,PROD10530,Nimbus Honey Jar,Grocery,1,7.19,7.19
